# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cara sonriendo;cara|cara sonriendo|divertido|feliz|sonrisa
	⛹🏼;persona botando un balón: tono de piel claro medio;balón|botar|pelota|persona botando un balón|persona botando un balón: tono de piel claro medio|tono de piel claro medio
	⛹🏽;persona botando un balón: tono de piel medio;balón|botar|pelota|persona botando un balón|persona botando un balón: tono de piel medio|tono de piel medio
	⛹🏾;persona botando un balón: tono de piel oscuro medio;balón|botar|pelota|persona botando un balón|persona botando un balón: tono de piel oscuro medio|tono de piel oscuro medio
	⛹🏿;persona botando un balón: tono de piel oscuro;balón|botar|pelota|persona botando un balón|persona botando un balón: tono de piel oscuro|tono de piel oscuro
⛹️‍♂️;hombre botando un balón;balón|botar|hombre|hombre botando un balón|pelota
	⛹🏻‍♂️;hombre botando un balón: tono de piel claro;balón|botar|hombre|hombre botando un balón|hombre botando un balón: tono de piel claro|pelota|tono de piel claro
	⛹🏼‍♂️;hombre botando un balón: tono de piel claro medio;balón|botar|hombre|hombre botando un balón|hombre botando un balón: tono de piel claro medio|pelota|tono de piel claro medio
	⛹🏽‍♂️;hombre botando un balón: tono de piel medio;balón|botar|hombre|hombre botando un balón|hombre botando un balón: tono de piel medio|pelota|tono de piel medio
	⛹🏾‍♂️;hombre botando un balón: tono de piel oscuro medio;balón|botar|hombre|hombre botando un balón|hombre botando un balón: tono de piel oscuro medio|pelota|tono de piel oscuro medio
	⛹🏿‍♂️;hombre botando un balón: tono de piel oscuro;balón|botar|hombre|hombre botando un balón|hombre botando un balón: tono de piel oscuro|pelota|tono de piel oscuro
⛹️‍♀️;mujer botando un balón;balón|botar|mujer|mujer botando un balón|pelota
	⛹🏻‍♀️;mujer botando un balón: tono de piel claro;balón|botar|mujer|mujer botando un balón|mujer botando un balón: tono de piel claro|pelota|tono de piel claro
	⛹🏼‍♀️;mujer botando un balón: tono de piel claro medio;balón|botar|mujer|mujer botando un balón|mujer botando un balón: tono de piel claro medio|pelota|tono de piel claro medio
	⛹🏽‍♀️;mujer botando un balón: tono de piel medio;balón|botar|mujer|mujer botando un balón|mujer botando un balón: tono de piel medio|pelota|tono de piel medio
	⛹🏾‍♀️;mujer botando un balón: tono de piel oscuro medio;balón|botar|mujer|mujer botando un balón|mujer botando un balón: tono de piel oscuro medio|pelota|tono de piel oscuro medio
	⛹🏿‍♀️;mujer botando un balón: tono de piel oscuro;balón|botar|mujer|mujer botando un balón|mujer botando un balón: tono de piel oscuro|pelota|tono de piel oscuro
🏋️;persona levantando pesas;halterofilia|levantador|persona levantando pesas|pesas|peso
	🏋🏻;persona levantando pesas: tono de piel claro;halterofilia|levantador|persona levantando pesas|persona levantando pesas: tono de piel claro|pesas|peso|tono de piel claro
	🏋🏼;persona levantando pesas: tono de piel claro medio;halterofilia|levantador|persona levantando pesas|persona levantando pesas: tono de piel claro medio|pesas|peso|tono de piel claro medio
	🏋🏽;persona levantando pesas: tono de piel medio;halterofilia|levantador|persona levantando pesas|persona levantando pesas: tono de piel medio|pesas|peso|tono de piel medio
	🏋🏾;persona levantando pesas: tono de piel oscuro medio;halterofilia|levantador|persona levantando pesas|persona levantando pesas: tono de piel oscuro medio|pesas|peso|tono de piel oscuro medio
	🏋🏿;persona levantando pesas: tono de piel oscuro;halterofilia|levantador|persona levantando pesas|persona levantando pesas: tono de piel oscuro|pesas|peso|tono de piel oscuro
🏋️‍♂️;hombre levantando pesas;halterofilia|hombre|hombre levantando pesas|levantador de pesas|pesas
	🏋🏻‍♂️;hombre levantando pesas: tono de piel claro;halterofilia|hombre|hombre levantando pesas|hombre levantando pesas: tono de piel claro|levantador de pesas|pesas|tono de piel claro
	🏋🏼‍♂️;hombre levantando pesas: tono de piel claro medio;halterofilia|hombre|hombre levantando pesas|hombre levantando pesas: tono de piel claro medio|levantador de pesas|pesas|tono de piel claro medio
	🏋🏽‍♂️;hombre levantando pesas: tono de piel medio;halterofilia|hombre|hombre levantando pesas|hombre levantando pesas: tono de piel medio|levantador de pesas|pesas|tono de piel medio
	🏋🏾‍♂️;hombre levantando pesas: tono de piel oscuro medio;halterofilia|hombre|hombre levantando pesas|hombre levantando pesas: tono de piel oscuro medio|levantador de pesas|pesas|tono de piel oscuro medio
	🏋🏿‍♂️;hombre levantando pesas: tono de piel oscuro;halterofilia|hombre|hombre levantando pesas|hombre levantando pesas: tono de piel oscuro|levantador de pesas|pesas|tono de piel oscuro
🏋️‍♀️;mujer levantando pesas;halterofilia|levantadora de pesas|mujer|mujer levantando pesas|pesas
	🏋🏻‍♀️;mujer levantando pesas: tono de piel claro;halterofilia|levantadora de pesas|mujer|mujer levantando pesas|mujer levantando pesas: tono de piel claro|pesas|tono de piel claro
	🏋🏼‍♀️;mujer levantando pesas: tono de piel claro medio;halterofilia|levantadora de pesas|mujer|mujer levantando pesas|mujer levantando pesas: tono de piel claro medio|pesas|tono de piel claro medio
	🏋🏽‍♀️;mujer levantando pesas: tono de piel medio;halterofilia|levantadora de pesas|mujer|mujer levantando pesas|mujer levantando pesas: tono de piel medio|pesas|tono de piel medio
	🏋🏾‍♀️;mujer levantando pesas: tono de piel oscuro medio;halterofilia|levantadora de pesas|mujer|mujer levantando pesas|mujer levantando pesas: tono de piel oscuro medio|pesas|tono de piel oscuro medio
	🏋🏿‍♀️;mujer levantando pesas: tono de piel oscuro;halterofilia|levantadora de pesas|mujer|mujer levantando pesas|mujer levantando pesas: tono de piel oscuro|pesas|tono de piel oscuro
🚴;persona en bicicleta;bicicleta|ciclismo|ciclista|persona en bicicleta
	🚴🏻;persona en bicicleta: tono de piel claro;bicicleta|ciclismo|ciclista|persona en bicicleta|persona en bicicleta: tono de piel claro|tono de piel claro
	🚴🏼;persona en bicicleta: tono de piel claro medio;bicicleta|ciclismo|ciclista|persona en bicicleta|persona en bicicleta: tono de piel claro medio|tono de piel claro medio
	🚴🏽;persona en bicicleta: tono de piel medio;bicicleta|ciclismo|ciclista|persona en bicicleta|persona en bicicleta: tono de piel medio|tono de piel medio
	🚴🏾;persona en bicicleta: tono de piel oscuro medio;bicicleta|ciclismo|ciclista|persona en bicicleta|persona en bicicleta: tono de piel oscuro medio|tono de piel oscuro medio
	🚴🏿;persona en bicicleta: tono de piel oscuro;bicicleta|ciclismo|ciclista|persona en bicicleta|persona en bicicleta: tono de piel oscuro|tono de piel oscuro
🚴‍♂️;hombre en bicicleta;bicicleta|ciclismo|ciclista|hombre|hombre en bicicleta
	🚴🏻‍♂️;hombre en bicicleta: tono de piel claro;bicicleta|ciclismo|ciclista|hombre|hombre en bicicleta|hombre en bicicleta: tono de piel claro|tono de piel claro
	🚴🏼‍♂️;hombre en bicicleta: tono de piel claro medio;bicicleta|ciclismo|ciclista|hombre|hombre en bicicleta|hombre en bicicleta: tono de piel claro medio|tono de piel claro medio
	🚴🏽‍♂️;hombre en bicicleta: tono de piel medio;bicicleta|ciclismo|ciclista|hombre|hombre en bicicleta|hombre en bicicleta: tono de piel medio|tono de piel medio
	🚴🏾‍♂️;hombre en bicicleta: tono de piel oscuro medio;bicicleta|ciclismo|ciclista|hombre|hombre en bicicleta|hombre en bicicleta: tono de piel oscuro medio|tono de piel oscuro medio
	🚴🏿‍♂️;hombre en bicicleta: tono de piel oscuro;bicicleta|ciclismo|ciclista|hombre|hombre en bicicleta|hombre en bicicleta: tono de piel oscuro|tono de piel oscuro
🚴‍♀️;mujer en bicicleta;bicicleta|ciclismo|ciclista|mujer|mujer en bicicleta
	🚴🏻‍♀️;mujer en bicicleta: tono de piel claro;bicicleta|ciclismo|ciclista|mujer|mujer en bicicleta|mujer en bicicleta: tono de piel claro|tono de piel claro
	🚴🏼‍♀️;mujer en bicicleta: tono de piel claro medio;bicicleta|ciclismo|ciclista|mujer|mujer en bicicleta|mujer en bicicleta: tono de piel claro medio|tono de piel claro medio
	🚴🏽‍♀️;mujer en bicicleta: tono de piel medio;bicicleta|ciclismo|ciclista|mujer|mujer en bicicleta|mujer en bicicleta: tono de piel medio|tono de piel medio
	🚴🏾‍♀️;mujer en bicicleta: tono de piel oscuro medio;bicicleta|ciclismo|ciclista|mujer|mujer en bicicleta|mujer en bicicleta: tono de piel oscuro medio|tono de piel oscuro medio
	🚴🏿‍♀️;mujer en bicicleta: tono de piel oscuro;bicicleta|ciclismo|ciclista|mujer|mujer en bicicleta|mujer en bicicleta: tono de piel oscuro|tono de piel oscuro
🚵;persona en bicicleta de montaña;bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña
	🚵🏻;persona en bicicleta de montaña: tono de piel claro;bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña|persona en bicicleta de montaña: tono de piel claro|tono de piel claro
	🚵🏼;persona en bicicleta de montaña: tono de piel claro medio;bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña|persona en bicicleta de montaña: tono de piel claro medio|tono de piel claro medio
	🚵🏽;persona en bicicleta de montaña: tono de piel medio;bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña|persona en bicicleta de montaña: tono de piel medio|tono de piel medio
	🚵🏾;persona en bicicleta de montaña: tono de piel oscuro medio;bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña|persona en bicicleta de montaña: tono de piel oscuro medio|tono de piel oscuro medio
	🚵🏿;persona en bicicleta de montaña: tono de piel oscuro;bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña|persona en bicicleta de montaña: tono de piel oscuro|tono de piel oscuro
🚵‍♂️;hombre en bicicleta de montaña;bicicleta|ciclista|hombre en bicicleta de montaña|montaña|mountain bike
	🚵🏻‍♂️;hombre en bicicleta de montaña: tono de piel claro;bicicleta|ciclista|hombre en bicicleta de montaña|hombre en bicicleta de montaña: tono de piel claro|montaña|mountain bike|tono de piel claro
	🚵🏼‍♂️;hombre en bicicleta de montaña: tono de piel claro medio;bicicleta|ciclista|hombre en bicicleta de montaña|hombre en bicicleta de montaña: tono de piel claro medio|montaña|mountain bike|tono de piel claro medio
	🚵🏽‍♂️;hombre en bicicleta de montaña: tono de piel medio;bicicleta|ciclista|hombre en bicicleta de montaña|hombre en bicicleta de montaña: tono de piel medio|montaña|mountain bike|tono de piel medio
	🚵🏾‍♂️;hombre en bicicleta de montaña: tono de piel oscuro medio;bicicleta|ciclista|hombre en bicicleta de montaña|hombre en bicicleta de montaña: tono de piel oscuro medio|montaña|mountain bike|tono de piel oscuro medio
	🚵🏿‍♂️;hombre en bicicleta de montaña: tono de piel oscuro;bicicleta|ciclista|hombre en bicicleta de montaña|hombre en bicicleta de montaña: tono de piel oscuro|montaña|mountain bike|tono de piel oscuro
🚵‍♀️;mujer en bicicleta de montaña;bicicleta|ciclista|montaña|mountain bike|mujer en bicicleta de montaña
	🚵🏻‍♀️;mujer en bicicleta de montaña: tono de piel claro;bicicleta|ciclista|montaña|mountain bike|mujer en bicicleta de montaña|mujer en bicicleta de montaña: tono de piel claro|tono de piel claro
	🚵🏼‍♀️;mujer en bicicleta de montaña: tono de piel claro medio;bicicleta|ciclista|montaña|mountain bike|mujer en bicicleta de montaña|mujer en bicicleta de montaña: tono de piel claro medio|tono de piel claro medio
	🚵🏽‍♀️;mujer en bicicleta de montaña: tono de piel medio;bicicleta|ciclista|montaña|mountain bike|mujer en bicicleta de montaña|mujer en bicicleta de montaña: tono de piel medio|tono de piel medio
	🚵🏾‍♀️;mujer en bicicleta de montaña: tono de piel oscuro medio;bicicleta|ciclista|montaña|mountain bike|mujer en bicicleta de montaña|mujer en bicicleta de montaña: tono de piel oscuro medio|tono de piel oscuro medio
	🚵🏿‍♀️;mujer en bicicleta de montaña: tono de piel oscuro;bicicleta|ciclista|montaña|mountain bike|mujer en bicicleta de montaña|mujer en bicicleta de montaña: tono de piel oscuro|tono de piel oscuro
🤸;persona haciendo voltereta lateral;acrobacia|gimnasia|persona haciendo voltereta lateral|pirueta|rueda|voltereta
	🤸🏻;persona haciendo voltereta lateral: tono de piel claro;acrobacia|gimnasia|persona haciendo voltereta lateral|persona haciendo voltereta lateral: tono de piel claro|pirueta|rueda|tono de piel claro|voltereta
	🤸🏼;persona haciendo voltereta lateral: tono de piel claro medio;acrobacia|gimnasia|persona haciendo voltereta lateral|persona haciendo voltereta lateral: tono de piel claro medio|pirueta|rueda|tono de piel claro medio|voltereta
	🤸🏽;persona haciendo voltereta lateral: tono de piel medio;acrobacia|gimnasia|persona haciendo voltereta lateral|persona haciendo voltereta lateral: tono de piel medio|pirueta|rueda|tono de piel medio|voltereta
	🤸🏾;persona haciendo voltereta lateral: tono de piel oscuro medio;acrobacia|gimnasia|persona haciendo voltereta lateral|persona haciendo voltereta lateral: tono de piel oscuro medio|pirueta|rueda|tono de piel oscuro medio|voltereta
	🤸🏿;persona haciendo voltereta lateral: tono de piel oscuro;acrobacia|gimnasia|persona haciendo voltereta lateral|persona haciendo voltereta lateral: tono de piel oscuro|pirueta|rueda|tono de piel oscuro|voltereta
🤸‍♂️;hombre dando una voltereta lateral;deporte|gimnasia|hombre|hombre dando una voltereta lateral|rueda|voltereta
	🤸🏻‍♂️;hombre dando una voltereta lateral: tono de piel claro;deporte|gimnasia|hombre|hombre dando una voltereta lateral|hombre dando una voltereta lateral: tono de piel claro|rueda|tono de piel claro|voltereta
	🤸🏼‍♂️;hombre dando una voltereta lateral: tono de piel claro medio;deporte|gimnasia|hombre|hombre dando una voltereta lateral|hombre dando una voltereta lateral: tono de piel claro medio|rueda|tono de piel claro medio|voltereta
	🤸🏽‍♂️;hombre dando una voltereta lateral: tono de piel medio;deporte|gimnasia|hombre|hombre dando una voltereta lateral|hombre dando una voltereta lateral: tono de piel medio|rueda|tono de piel medio|voltereta
	🤸🏾‍♂️;hombre dando una voltereta lateral: tono de piel oscuro medio;deporte|gimnasia|hombre|hombre dando una voltereta lateral|hombre dando una voltereta lateral: tono de piel oscuro medio|rueda|tono de piel oscuro medio|voltereta
	🤸🏿‍♂️;hombre dando una voltereta lateral: tono de piel oscuro;deporte|gimnasia|hombre|hombre dando una voltereta lateral|hombre dando una voltereta lateral: tono de piel oscuro|rueda|tono de piel oscuro|voltereta
🤸‍♀️;mujer dando una voltereta lateral;deporte|gimnasia|mujer|mujer dando una voltereta lateral|rueda|voltereta
	🤸🏻‍♀️;mujer dando una voltereta lateral: tono de piel claro;deporte|gimnasia|mujer|mujer dando una voltereta lateral|mujer dando una voltereta lateral: tono de piel claro|rueda|tono de piel claro|voltereta
