# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;faccina con un gran sorriso;faccina|faccina che sogghigna|faccina con un gran sorriso|risata|sogghignare
	🕴🏾;uomo con completo che levita: carnagione abbastanza scura;carnagione abbastanza scura|uomo|uomo con completo che levita|uomo con completo che levita: carnagione abbastanza scura|uomo elegante che levita|vestito elegante
	🕴🏿;uomo con completo che levita: carnagione scura;carnagione scura|uomo|uomo con completo che levita|uomo con completo che levita: carnagione scura|uomo elegante che levita|vestito elegante
👯;persone con orecchie da coniglio;donna|orecchie da coniglio|persone|persone con orecchie da coniglio|ragazza
👯‍♂️;uomini con orecchie da coniglio;ballerino|orecchie da coniglio|party|uomini con orecchie da coniglio|uomo
👯‍♀️;donne con orecchie da coniglio;ballerina|donna|donne con orecchie da coniglio|orecchie da coniglio|party
🧖;persona in sauna;bagno turco|persona in sauna|sauna
	🧖🏻;persona in sauna: carnagione chiara;bagno turco|carnagione chiara|persona in sauna|persona in sauna: carnagione chiara|sauna
	🧖🏼;persona in sauna: carnagione abbastanza chiara;bagno turco|carnagione abbastanza chiara|persona in sauna|persona in sauna: carnagione abbastanza chiara|sauna
	🧖🏽;persona in sauna: carnagione olivastra;bagno turco|carnagione olivastra|persona in sauna|persona in sauna: carnagione olivastra|sauna
	🧖🏾;persona in sauna: carnagione abbastanza scura;bagno turco|carnagione abbastanza scura|persona in sauna|persona in sauna: carnagione abbastanza scura|sauna
	🧖🏿;persona in sauna: carnagione scura;bagno turco|carnagione scura|persona in sauna|persona in sauna: carnagione scura|sauna
🧖‍♂️;uomo in sauna;bagno turco|sauna|uomo in sauna
	🧖🏻‍♂️;uomo in sauna: carnagione chiara;bagno turco|carnagione chiara|sauna|uomo in sauna|uomo in sauna: carnagione chiara
	🧖🏼‍♂️;uomo in sauna: carnagione abbastanza chiara;bagno turco|carnagione abbastanza chiara|sauna|uomo in sauna|uomo in sauna: carnagione abbastanza chiara
	🧖🏽‍♂️;uomo in sauna: carnagione olivastra;bagno turco|carnagione olivastra|sauna|uomo in sauna|uomo in sauna: carnagione olivastra
	🧖🏾‍♂️;uomo in sauna: carnagione abbastanza scura;bagno turco|carnagione abbastanza scura|sauna|uomo in sauna|uomo in sauna: carnagione abbastanza scura
	🧖🏿‍♂️;uomo in sauna: carnagione scura;bagno turco|carnagione scura|sauna|uomo in sauna|uomo in sauna: carnagione scura
🧖‍♀️;donna in sauna;bagno turco|donna in sauna|sauna
	🧖🏻‍♀️;donna in sauna: carnagione chiara;bagno turco|carnagione chiara|donna in sauna|donna in sauna: carnagione chiara|sauna
	🧖🏼‍♀️;donna in sauna: carnagione abbastanza chiara;bagno turco|carnagione abbastanza chiara|donna in sauna|donna in sauna: carnagione abbastanza chiara|sauna
	🧖🏽‍♀️;donna in sauna: carnagione olivastra;bagno turco|carnagione olivastra|donna in sauna|donna in sauna: carnagione olivastra|sauna
	🧖🏾‍♀️;donna in sauna: carnagione abbastanza scura;bagno turco|carnagione abbastanza scura|donna in sauna|donna in sauna: carnagione abbastanza scura|sauna
	🧖🏿‍♀️;donna in sauna: carnagione scura;bagno turco|carnagione scura|donna in sauna|donna in sauna: carnagione scura|sauna
🧗;persona che scala;persona che scala|scalatore
	🧗🏻;persona che scala: carnagione chiara;carnagione chiara|persona che scala|persona che scala: carnagione chiara|scalatore
	🧗🏼;persona che scala: carnagione abbastanza chiara;carnagione abbastanza chiara|persona che scala|persona che scala: carnagione abbastanza chiara|scalatore
	🧗🏽;persona che scala: carnagione olivastra;carnagione olivastra|persona che scala|persona che scala: carnagione olivastra|scalatore
	🧗🏾;persona che scala: carnagione abbastanza scura;carnagione abbastanza scura|persona che scala|persona che scala: carnagione abbastanza scura|scalatore
	🧗🏿;persona che scala: carnagione scura;carnagione scura|persona che scala|persona che scala: carnagione scura|scalatore
🧗‍♂️;scalatore;scalatore|uomo che scala
	🧗🏻‍♂️;scalatore: carnagione chiara;carnagione chiara|scalatore|scalatore: carnagione chiara|uomo che scala
	🧗🏼‍♂️;scalatore: carnagione abbastanza chiara;carnagione abbastanza chiara|scalatore|scalatore: carnagione abbastanza chiara|uomo che scala
	🧗🏽‍♂️;scalatore: carnagione olivastra;carnagione olivastra|scalatore|scalatore: carnagione olivastra|uomo che scala
	🧗🏾‍♂️;scalatore: carnagione abbastanza scura;carnagione abbastanza scura|scalatore|scalatore: carnagione abbastanza scura|uomo che scala
	🧗🏿‍♂️;scalatore: carnagione scura;carnagione scura|scalatore|scalatore: carnagione scura|uomo che scala
🧗‍♀️;scalatrice;donna che scala|scalatrice
	🧗🏻‍♀️;scalatrice: carnagione chiara;carnagione chiara|donna che scala|scalatrice|scalatrice: carnagione chiara
	🧗🏼‍♀️;scalatrice: carnagione abbastanza chiara;carnagione abbastanza chiara|donna che scala|scalatrice|scalatrice: carnagione abbastanza chiara
	🧗🏽‍♀️;scalatrice: carnagione olivastra;carnagione olivastra|donna che scala|scalatrice|scalatrice: carnagione olivastra
	🧗🏾‍♀️;scalatrice: carnagione abbastanza scura;carnagione abbastanza scura|donna che scala|scalatrice|scalatrice: carnagione abbastanza scura
	🧗🏿‍♀️;scalatrice: carnagione scura;carnagione scura|donna che scala|scalatrice|scalatrice: carnagione scura
🤺;schermidore;fioretto|persona|scherma|schermidore|spada
🏇;ippica;cavallo|cavallo da corsa|corse|fantino|ippica
	🏇🏻;ippica: carnagione chiara;carnagione chiara|cavallo|cavallo da corsa|corse|fantino|ippica|ippica: carnagione chiara
	🏇🏼;ippica: carnagione abbastanza chiara;carnagione abbastanza chiara|cavallo|cavallo da corsa|corse|fantino|ippica|ippica: carnagione abbastanza chiara
	🏇🏽;ippica: carnagione olivastra;carnagione olivastra|cavallo|cavallo da corsa|corse|fantino|ippica|ippica: carnagione olivastra
	🏇🏾;ippica: carnagione abbastanza scura;carnagione abbastanza scura|cavallo|cavallo da corsa|corse|fantino|ippica|ippica: carnagione abbastanza scura
	🏇🏿;ippica: carnagione scura;carnagione scura|cavallo|cavallo da corsa|corse|fantino|ippica|ippica: carnagione scura
⛷️;sciatore;neve|sci|sciatore|settimana bianca|sport
🏂;persona sullo snowboard;persona sullo snowboard|snowboard|sport|uomo sullo snowboard
	🏂🏻;persona sullo snowboard: carnagione chiara;carnagione chiara|persona sullo snowboard|persona sullo snowboard: carnagione chiara|snowboard|sport|uomo sullo snowboard
	🏂🏼;persona sullo snowboard: carnagione abbastanza chiara;carnagione abbastanza chiara|persona sullo snowboard|persona sullo snowboard: carnagione abbastanza chiara|snowboard|sport|uomo sullo snowboard
	🏂🏽;persona sullo snowboard: carnagione olivastra;carnagione olivastra|persona sullo snowboard|persona sullo snowboard: carnagione olivastra|snowboard|sport|uomo sullo snowboard
	🏂🏾;persona sullo snowboard: carnagione abbastanza scura;carnagione abbastanza scura|persona sullo snowboard|persona sullo snowboard: carnagione abbastanza scura|snowboard|sport|uomo sullo snowboard
	🏂🏿;persona sullo snowboard: carnagione scura;carnagione scura|persona sullo snowboard|persona sullo snowboard: carnagione scura|snowboard|sport|uomo sullo snowboard
🏌️;persona che gioca a golf;buca|giocatore di golf|mazza|pallina|persona che gioca a golf|tiro
	🏌🏻;persona che gioca a golf: carnagione chiara;buca|carnagione chiara|giocatore di golf|mazza|pallina|persona che gioca a golf|persona che gioca a golf: carnagione chiara|tiro
	🏌🏼;persona che gioca a golf: carnagione abbastanza chiara;buca|carnagione abbastanza chiara|giocatore di golf|mazza|pallina|persona che gioca a golf|persona che gioca a golf: carnagione abbastanza chiara|tiro
	🏌🏽;persona che gioca a golf: carnagione olivastra;buca|carnagione olivastra|giocatore di golf|mazza|pallina|persona che gioca a golf|persona che gioca a golf: carnagione olivastra|tiro
	🏌🏾;persona che gioca a golf: carnagione abbastanza scura;buca|carnagione abbastanza scura|giocatore di golf|mazza|pallina|persona che gioca a golf|persona che gioca a golf: carnagione abbastanza scura|tiro
	🏌🏿;persona che gioca a golf: carnagione scura;buca|carnagione scura|giocatore di golf|mazza|pallina|persona che gioca a golf|persona che gioca a golf: carnagione scura|tiro
🏌️‍♂️;golfista uomo;golf|golfista uomo|mazza|sport|uomo
	🏌🏻‍♂️;golfista uomo: carnagione chiara;carnagione chiara|golf|golfista uomo|golfista uomo: carnagione chiara|mazza|sport|uomo
	🏌🏼‍♂️;golfista uomo: carnagione abbastanza chiara;carnagione abbastanza chiara|golf|golfista uomo|golfista uomo: carnagione abbastanza chiara|mazza|sport|uomo
	🏌🏽‍♂️;golfista uomo: carnagione olivastra;carnagione olivastra|golf|golfista uomo|golfista uomo: carnagione olivastra|mazza|sport|uomo
	🏌🏾‍♂️;golfista uomo: carnagione abbastanza scura;carnagione abbastanza scura|golf|golfista uomo|golfista uomo: carnagione abbastanza scura|mazza|sport|uomo
	🏌🏿‍♂️;golfista uomo: carnagione scura;carnagione scura|golf|golfista uomo|golfista uomo: carnagione scura|mazza|sport|uomo
🏌️‍♀️;golfista donna;donna|golf|golfista donna|mazza|sport
	🏌🏻‍♀️;golfista donna: carnagione chiara;carnagione chiara|donna|golf|golfista donna|golfista donna: carnagione chiara|mazza|sport
	🏌🏼‍♀️;golfista donna: carnagione abbastanza chiara;carnagione abbastanza chiara|donna|golf|golfista donna|golfista donna: carnagione abbastanza chiara|mazza|sport
	🏌🏽‍♀️;golfista donna: carnagione olivastra;carnagione olivastra|donna|golf|golfista donna|golfista donna: carnagione olivastra|mazza|sport
	🏌🏾‍♀️;golfista donna: carnagione abbastanza scura;carnagione abbastanza scura|donna|golf|golfista donna|golfista donna: carnagione abbastanza scura|mazza|sport
	🏌🏿‍♀️;golfista donna: carnagione scura;carnagione scura|donna|golf|golfista donna|golfista donna: carnagione scura|mazza|sport
🏄;persona che fa surf;persona che fa surf|sport
	🏄🏻;persona che fa surf: carnagione chiara;carnagione chiara|persona che fa surf|persona che fa surf: carnagione chiara|sport
	🏄🏼;persona che fa surf: carnagione abbastanza chiara;carnagione abbastanza chiara|persona che fa surf|persona che fa surf: carnagione abbastanza chiara|sport
	🏄🏽;persona che fa surf: carnagione olivastra;carnagione olivastra|persona che fa surf|persona che fa surf: carnagione olivastra|sport
	🏄🏾;persona che fa surf: carnagione abbastanza scura;carnagione abbastanza scura|persona che fa surf|persona che fa surf: carnagione abbastanza scura|sport
	🏄🏿;persona che fa surf: carnagione scura;carnagione scura|persona che fa surf|persona che fa surf: carnagione scura|sport
🏄‍♂️;surfista uomo;sport|surf|surfista uomo|tavola da surf|uomo
	🏄🏻‍♂️;surfista uomo: carnagione chiara;carnagione chiara|sport|surf|surfista uomo|surfista uomo: carnagione chiara|tavola da surf|uomo
	🏄🏼‍♂️;surfista uomo: carnagione abbastanza chiara;carnagione abbastanza chiara|sport|surf|surfista uomo|surfista uomo: carnagione abbastanza chiara|tavola da surf|uomo
	🏄🏽‍♂️;surfista uomo: carnagione olivastra;carnagione olivastra|sport|surf|surfista uomo|surfista uomo: carnagione olivastra|tavola da surf|uomo
	🏄🏾‍♂️;surfista uomo: carnagione abbastanza scura;carnagione abbastanza scura|sport|surf|surfista uomo|surfista uomo: carnagione abbastanza scura|tavola da surf|uomo
	🏄🏿‍♂️;surfista uomo: carnagione scura;carnagione scura|sport|surf|surfista uomo|surfista uomo: carnagione scura|tavola da surf|uomo
🏄‍♀️;surfista donna;donna|sport|surf|surfista donna|tavola da surf
	🏄🏻‍♀️;surfista donna: carnagione chiara;carnagione chiara|donna|sport|surf|surfista donna|surfista donna: carnagione chiara|tavola da surf
	🏄🏼‍♀️;surfista donna: carnagione abbastanza chiara;carnagione abbastanza chiara|donna|sport|surf|surfista donna|surfista donna: carnagione abbastanza chiara|tavola da surf
	🏄🏽‍♀️;surfista donna: carnagione olivastra;carnagione olivastra|donna|sport|surf|surfista donna|surfista donna: carnagione olivastra|tavola da surf
	🏄🏾‍♀️;surfista donna: carnagione abbastanza scura;carnagione abbastanza scura|donna|sport|surf|surfista donna|surfista donna: carnagione abbastanza scura|tavola da surf
	🏄🏿‍♀️;surfista donna: carnagione scura;carnagione scura|donna|sport|surf|surfista donna|surfista donna: carnagione scura|tavola da surf
🚣;persona in barca a remi;barca|persona|persona in barca a remi|remi
	🚣🏻;persona in barca a remi: carnagione chiara;barca|carnagione chiara|persona|persona in barca a remi|persona in barca a remi: carnagione chiara|remi
	🚣🏼;persona in barca a remi: carnagione abbastanza chiara;barca|carnagione abbastanza chiara|persona|persona in barca a remi|persona in barca a remi: carnagione abbastanza chiara|remi
	🚣🏽;persona in barca a remi: carnagione olivastra;barca|carnagione olivastra|persona|persona in barca a remi|persona in barca a remi: carnagione olivastra|remi
	🚣🏾;persona in barca a remi: carnagione abbastanza scura;barca|carnagione abbastanza scura|persona|persona in barca a remi|persona in barca a remi: carnagione abbastanza scura|remi
	🚣🏿;persona in barca a remi: carnagione scura;barca|carnagione scura|persona|persona in barca a remi|persona in barca a remi: carnagione scura|remi
🚣‍♂️;uomo in barca a remi;barca|remi|uomo|uomo in barca a remi
	🚣🏻‍♂️;uomo in barca a remi: carnagione chiara;barca|carnagione chiara|remi|uomo|uomo in barca a remi|uomo in barca a remi: carnagione chiara
	🚣🏼‍♂️;uomo in barca a remi: carnagione abbastanza chiara;barca|carnagione abbastanza chiara|remi|uomo|uomo in barca a remi|uomo in barca a remi: carnagione abbastanza chiara
	🚣🏽‍♂️;uomo in barca a remi: carnagione olivastra;barca|carnagione olivastra|remi|uomo|uomo in barca a remi|uomo in barca a remi: carnagione olivastra
	🚣🏾‍♂️;uomo in barca a remi: carnagione abbastanza scura;barca|carnagione abbastanza scura|remi|uomo|uomo in barca a remi|uomo in barca a remi: carnagione abbastanza scura
	🚣🏿‍♂️;uomo in barca a remi: carnagione scura;barca|carnagione scura|remi|uomo|uomo in barca a remi|uomo in barca a remi: carnagione scura
🚣‍♀️;donna in barca a remi;barca|donna|donna in barca a remi|remi
	🚣🏻‍♀️;donna in barca a remi: carnagione chiara;barca|carnagione chiara|donna|donna in barca a remi|donna in barca a remi: carnagione chiara|remi
	🚣🏼‍♀️;donna in barca a remi: carnagione abbastanza chiara;barca|carnagione abbastanza chiara|donna|donna in barca a remi|donna in barca a remi: carnagione abbastanza chiara|remi
